experiment,feature_set,split,feature,feature_type,mean_abs_shap
rac_all__random,rac_all,random,racs_bb-nodes_prop-T_scope-1_propagg-diff_corragg-sum_bbagg-sum,rac,0.014755528052322343
rac_all__random,rac_all,random,racs_bb-nodes_prop-X_scope-3_propagg-product_corragg-sum_bbagg-sum,rac,0.014581949632540777
rac_all__random,rac_all,random,racs_bb-nodes_prop-mod_pettifor_scope-1_propagg-diff_corragg-sum_bbagg-avg,rac,0.014112549116706825
rac_all__random,rac_all,random,racs_bb-nodes_prop-T_scope-1_propagg-product_corragg-avg_bbagg-sum,rac,0.013949606222138682
rac_all__random,rac_all,random,racs_bb-nodes_prop-mod_pettifor_scope-3_propagg-diff_corragg-avg_bbagg-sum,rac,0.013762419526446546
rac_all__random,rac_all,random,racs_bb-nodes_prop-T_scope-1_propagg-diff_corragg-avg_bbagg-avg,rac,0.013613041178886932
rac_all__random,rac_all,random,racs_bb-nodes_prop-X_scope-2_propagg-diff_corragg-avg_bbagg-sum,rac,0.013606011495375037
rac_all__random,rac_all,random,racs_bb-nodes_prop-T_scope-2_propagg-product_corragg-sum_bbagg-sum,rac,0.013510353226895856
rac_all__random,rac_all,random,racs_bb-nodes_prop-mod_pettifor_scope-2_propagg-diff_corragg-sum_bbagg-sum,rac,0.013348638680051742
rac_all__random,rac_all,random,racs_bb-nodes_prop-mod_pettifor_scope-1_propagg-diff_corragg-avg_bbagg-avg,rac,0.012800107193144884
rac_all__random,rac_all,random,racs_bb-nodes_prop-X_scope-2_propagg-product_corragg-sum_bbagg-sum,rac,0.012549667521838077
rac_all__random,rac_all,random,racs_bb-nodes_prop-T_scope-3_propagg-diff_corragg-sum_bbagg-avg,rac,0.012449985613979095
rac_all__random,rac_all,random,racs_bb-nodes_prop-mod_pettifor_scope-2_propagg-product_corragg-sum_bbagg-avg,rac,0.011952919090358553
rac_all__random,rac_all,random,racs_bb-nodes_prop-I_scope-3_propagg-product_corragg-sum_bbagg-avg,rac,0.011852226910887859
rac_all__random,rac_all,random,racs_bb-nodes_prop-T_scope-2_propagg-diff_corragg-sum_bbagg-avg,rac,0.011844921227868566
rac_all__random,rac_all,random,racs_bb-nodes_prop-T_scope-2_propagg-diff_corragg-sum_bbagg-sum,rac,0.011205415661395815
rac_all__random,rac_all,random,racs_bb-nodes_prop-mod_pettifor_scope-2_propagg-diff_corragg-avg_bbagg-sum,rac,0.010909622597902001
rac_all__random,rac_all,random,racs_bb-nodes_prop-mod_pettifor_scope-1_propagg-product_corragg-sum_bbagg-sum,rac,0.010609394993337762
rac_all__random,rac_all,random,racs_bb-nodes_prop-I_scope-2_propagg-product_corragg-sum_bbagg-avg,rac,0.010538386326470525
rac_all__random,rac_all,random,racs_bb-nodes_prop-X_scope-1_propagg-diff_corragg-avg_bbagg-sum,rac,0.01032833430847508
rac_all__random,rac_all,random,racs_bb-nodes_prop-mod_pettifor_scope-2_propagg-product_corragg-avg_bbagg-sum,rac,0.010117352990233265
rac_all__random,rac_all,random,racs_bb-nodes_prop-mod_pettifor_scope-3_propagg-diff_corragg-sum_bbagg-sum,rac,0.010000630206146683
rac_all__random,rac_all,random,racs_bb-nodes_prop-X_scope-1_propagg-product_corragg-avg_bbagg-avg,rac,0.009780534686971072
rac_all__random,rac_all,random,racs_bb-nodes_prop-T_scope-3_propagg-diff_corragg-sum_bbagg-sum,rac,0.009749534764256506
rac_all__random,rac_all,random,racs_bb-nodes_prop-I_scope-2_propagg-product_corragg-sum_bbagg-sum,rac,0.009614338009528106
rac_all__random,rac_all,random,racs_bb-nodes_prop-X_scope-1_propagg-product_corragg-sum_bbagg-sum,rac,0.009411760827000097
rac_all__random,rac_all,random,racs_bb-nodes_prop-T_scope-1_propagg-product_corragg-sum_bbagg-avg,rac,0.008786113822564393
rac_all__random,rac_all,random,racs_bb-nodes_prop-T_scope-1_propagg-diff_corragg-sum_bbagg-avg,rac,0.008603151910295084
rac_all__random,rac_all,random,racs_bb-nodes_prop-X_scope-2_propagg-product_corragg-avg_bbagg-sum,rac,0.00851587314283155
rac_all__random,rac_all,random,racs_bb-nodes_prop-mod_pettifor_scope-1_propagg-product_corragg-avg_bbagg-sum,rac,0.00849067381154631
rac_all__random,rac_all,random,racs_bb-nodes_prop-I_scope-1_propagg-product_corragg-sum_bbagg-sum,rac,0.008295546176926724
rac_all__random,rac_all,random,racs_bb-nodes_prop-mod_pettifor_scope-3_propagg-product_corragg-sum_bbagg-sum,rac,0.007986072742312611
rac_all__random,rac_all,random,racs_bb-nodes_prop-mod_pettifor_scope-1_propagg-diff_corragg-avg_bbagg-sum,rac,0.007851764556111609
rac_all__random,rac_all,random,racs_bb-nodes_prop-X_scope-3_propagg-diff_corragg-avg_bbagg-sum,rac,0.007820573527655772
rac_all__random,rac_all,random,racs_bb-nodes_prop-T_scope-1_propagg-product_corragg-sum_bbagg-sum,rac,0.007528999330802876
rac_all__random,rac_all,random,racs_bb-nodes_prop-I_scope-3_propagg-product_corragg-sum_bbagg-sum,rac,0.006876183415436299
rac_all__random,rac_all,random,racs_bb-nodes_prop-X_scope-1_propagg-product_corragg-avg_bbagg-sum,rac,0.006615856330891548
rac_all__random,rac_all,random,racs_bb-nodes_prop-I_scope-1_propagg-product_corragg-avg_bbagg-sum,rac,0.006362812608600379
rac_all__random,rac_all,random,racs_bb-nodes_prop-I_scope-3_propagg-product_corragg-avg_bbagg-sum,rac,0.006232415466084911
rac_all__random,rac_all,random,racs_bb-nodes_prop-I_scope-2_propagg-product_corragg-avg_bbagg-sum,rac,0.005640300867343663
rac_all__random,rac_all,random,racs_bb-nodes_prop-X_scope-3_propagg-diff_corragg-sum_bbagg-sum,rac,0.0055003570669401826
rac_all__random,rac_all,random,racs_bb-nodes_prop-X_scope-1_propagg-diff_corragg-sum_bbagg-sum,rac,0.005402079294843605
rac_all__random,rac_all,random,racs_bb-nodes_prop-mod_pettifor_scope-3_propagg-product_corragg-avg_bbagg-sum,rac,0.004596810191645519
rac_all__random,rac_all,random,racs_bb-nodes_prop-mod_pettifor_scope-1_propagg-diff_corragg-sum_bbagg-sum,rac,0.0032462043516816906
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-X_scope-1_propagg-diff_corragg-avg_bbagg-avg,rac,0.24837921959875758
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-T_scope-3_propagg-product_corragg-avg_bbagg-avg,rac,0.17387697883723507
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-X_scope-1_propagg-product_corragg-avg_bbagg-avg,rac,0.15953260933633692
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-T_scope-2_propagg-product_corragg-avg_bbagg-avg,rac,0.11622217415951386
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-T_scope-3_propagg-product_corragg-avg_bbagg-sum,rac,0.11351717646209109
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-X_scope-3_propagg-product_corragg-avg_bbagg-avg,rac,0.1039133015677429
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-X_scope-2_propagg-product_corragg-avg_bbagg-avg,rac,0.09730485157665139
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-X_scope-1_propagg-product_corragg-sum_bbagg-avg,rac,0.08849673323578967
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-X_scope-3_propagg-diff_corragg-avg_bbagg-avg,rac,0.06810048444384086
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-T_scope-3_propagg-product_corragg-sum_bbagg-avg,rac,0.05656415509818731
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-mod_pettifor_scope-3_propagg-product_corragg-avg_bbagg-avg,rac,0.05555563336700029
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-T_scope-3_propagg-product_corragg-sum_bbagg-sum,rac,0.05543326655331162
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-T_scope-2_propagg-product_corragg-sum_bbagg-avg,rac,0.04735428234319685
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-mod_pettifor_scope-3_propagg-diff_corragg-avg_bbagg-avg,rac,0.04567093201258833
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-X_scope-2_propagg-diff_corragg-avg_bbagg-sum,rac,0.0417838703979309
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-T_scope-3_propagg-diff_corragg-avg_bbagg-avg,rac,0.0413810798990122
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-X_scope-3_propagg-diff_corragg-sum_bbagg-avg,rac,0.0390709020716117
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-T_scope-2_propagg-diff_corragg-avg_bbagg-avg,rac,0.03888193214079045
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-mod_pettifor_scope-2_propagg-diff_corragg-avg_bbagg-avg,rac,0.03646376582867771
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-mod_pettifor_scope-3_propagg-product_corragg-sum_bbagg-avg,rac,0.0355653591910914
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-mod_pettifor_scope-3_propagg-product_corragg-avg_bbagg-sum,rac,0.0351464054114932
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-mod_pettifor_scope-1_propagg-product_corragg-sum_bbagg-avg,rac,0.03377645311052903
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-T_scope-2_propagg-product_corragg-avg_bbagg-sum,rac,0.0324371349554639
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-mod_pettifor_scope-2_propagg-diff_corragg-sum_bbagg-avg,rac,0.029920039580817487
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-T_scope-1_propagg-product_corragg-avg_bbagg-sum,rac,0.025312821783159065
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-T_scope-1_propagg-product_corragg-avg_bbagg-avg,rac,0.024876555324683903
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-mod_pettifor_scope-3_propagg-diff_corragg-sum_bbagg-avg,rac,0.02419781807297874
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-T_scope-2_propagg-product_corragg-sum_bbagg-sum,rac,0.024010329884208474
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-I_scope-1_propagg-product_corragg-sum_bbagg-avg,rac,0.023896358517306957
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-X_scope-2_propagg-diff_corragg-sum_bbagg-sum,rac,0.02303659463364121
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-X_scope-2_propagg-diff_corragg-avg_bbagg-avg,rac,0.02272336725014374
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-T_scope-2_propagg-diff_corragg-avg_bbagg-sum,rac,0.022601427072932345
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-X_scope-2_propagg-product_corragg-sum_bbagg-avg,rac,0.022516634380726704
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-T_scope-2_propagg-diff_corragg-sum_bbagg-sum,rac,0.022111063736865364
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-mod_pettifor_scope-3_propagg-product_corragg-sum_bbagg-sum,rac,0.021815987038877695
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-T_scope-1_propagg-diff_corragg-avg_bbagg-avg,rac,0.021501833777067006
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-mod_pettifor_scope-1_propagg-product_corragg-sum_bbagg-sum,rac,0.021174254143209694
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-I_scope-3_propagg-product_corragg-avg_bbagg-sum,rac,0.017822974832275615
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-I_scope-2_propagg-product_corragg-sum_bbagg-avg,rac,0.01709949397185898
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-I_scope-1_propagg-product_corragg-sum_bbagg-sum,rac,0.017039035241538325
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-X_scope-1_propagg-product_corragg-sum_bbagg-sum,rac,0.016860768033401387
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-mod_pettifor_scope-1_propagg-product_corragg-avg_bbagg-sum,rac,0.0168377069687456
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-X_scope-3_propagg-diff_corragg-avg_bbagg-sum,rac,0.01632283702679755
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-X_scope-2_propagg-diff_corragg-sum_bbagg-avg,rac,0.015815146369389983
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-mod_pettifor_scope-2_propagg-product_corragg-sum_bbagg-sum,rac,0.015530117731945878
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-T_scope-1_propagg-diff_corragg-avg_bbagg-sum,rac,0.015055789151481818
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-mod_pettifor_scope-2_propagg-diff_corragg-avg_bbagg-sum,rac,0.014448077793852241
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-T_scope-1_propagg-diff_corragg-sum_bbagg-avg,rac,0.014192937403302413
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-X_scope-3_propagg-product_corragg-sum_bbagg-avg,rac,0.013913316280205961
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-X_scope-3_propagg-product_corragg-avg_bbagg-sum,rac,0.013394190062115065
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-mod_pettifor_scope-1_propagg-product_corragg-avg_bbagg-avg,rac,0.013252328830460318
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-X_scope-2_propagg-product_corragg-sum_bbagg-sum,rac,0.01309356873615509
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-X_scope-1_propagg-diff_corragg-sum_bbagg-avg,rac,0.013071138939559898
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-I_scope-3_propagg-product_corragg-sum_bbagg-avg,rac,0.011780677173153368
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-X_scope-3_propagg-diff_corragg-sum_bbagg-sum,rac,0.011627422503881941
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-mod_pettifor_scope-2_propagg-diff_corragg-sum_bbagg-sum,rac,0.01159550162059674
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-I_scope-2_propagg-product_corragg-sum_bbagg-sum,rac,0.011537278981399808
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-T_scope-3_propagg-diff_corragg-sum_bbagg-sum,rac,0.011490803871039089
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-T_scope-2_propagg-diff_corragg-sum_bbagg-avg,rac,0.011205605862510432
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-T_scope-3_propagg-diff_corragg-avg_bbagg-sum,rac,0.01119416216246432
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-I_scope-3_propagg-product_corragg-sum_bbagg-sum,rac,0.011074571918190907
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-mod_pettifor_scope-3_propagg-diff_corragg-avg_bbagg-sum,rac,0.011009754582802275
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-mod_pettifor_scope-2_propagg-product_corragg-avg_bbagg-sum,rac,0.010830216871089909
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-mod_pettifor_scope-1_propagg-diff_corragg-avg_bbagg-avg,rac,0.010580471153714363
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-X_scope-1_propagg-diff_corragg-sum_bbagg-sum,rac,0.010401494905901509
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-mod_pettifor_scope-3_propagg-diff_corragg-sum_bbagg-sum,rac,0.010313400108106992
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-X_scope-1_propagg-diff_corragg-avg_bbagg-sum,rac,0.010169887947290185
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-I_scope-1_propagg-product_corragg-avg_bbagg-sum,rac,0.010117145815762858
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-X_scope-1_propagg-product_corragg-avg_bbagg-sum,rac,0.009926646365875437
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-mod_pettifor_scope-1_propagg-diff_corragg-avg_bbagg-sum,rac,0.00974871522222505
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-I_scope-2_propagg-product_corragg-avg_bbagg-sum,rac,0.009745778306237478
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-T_scope-3_propagg-diff_corragg-sum_bbagg-avg,rac,0.00960306151636416
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-mod_pettifor_scope-1_propagg-diff_corragg-sum_bbagg-avg,rac,0.008940889714416268
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-mod_pettifor_scope-2_propagg-product_corragg-avg_bbagg-avg,rac,0.008874153649825188
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-X_scope-2_propagg-product_corragg-avg_bbagg-sum,rac,0.008862767525543647
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-T_scope-1_propagg-product_corragg-sum_bbagg-sum,rac,0.008188677542873788
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-X_scope-3_propagg-product_corragg-sum_bbagg-sum,rac,0.007908747124888373
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-T_scope-1_propagg-diff_corragg-sum_bbagg-sum,rac,0.007429315505922903
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-T_scope-1_propagg-product_corragg-sum_bbagg-avg,rac,0.005412046417852455
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-mod_pettifor_scope-2_propagg-product_corragg-sum_bbagg-avg,rac,0.005298748999157602
rac_all__metal,rac_all,metal,racs_bb-nodes_prop-mod_pettifor_scope-1_propagg-diff_corragg-sum_bbagg-sum,rac,0.003921885938291192
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-T_scope-3_propagg-product_corragg-avg_bbagg-avg,rac,0.27243740072507217
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-T_scope-3_propagg-product_corragg-avg_bbagg-sum,rac,0.14044125962777404
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-T_scope-2_propagg-product_corragg-avg_bbagg-avg,rac,0.07656296988418139
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-T_scope-1_propagg-diff_corragg-avg_bbagg-sum,rac,0.07254152359282684
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-X_scope-2_propagg-diff_corragg-sum_bbagg-avg,rac,0.07164725684439238
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-T_scope-3_propagg-product_corragg-sum_bbagg-avg,rac,0.07128962651253826
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-T_scope-3_propagg-product_corragg-sum_bbagg-sum,rac,0.05352261944031953
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-X_scope-3_propagg-product_corragg-avg_bbagg-avg,rac,0.0512632665678139
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-T_scope-2_propagg-product_corragg-sum_bbagg-avg,rac,0.0511819396571748
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-T_scope-3_propagg-diff_corragg-avg_bbagg-sum,rac,0.0452766785022753
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-X_scope-2_propagg-diff_corragg-avg_bbagg-avg,rac,0.03863724895354422
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-T_scope-1_propagg-product_corragg-avg_bbagg-sum,rac,0.03715063743393919
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-T_scope-3_propagg-diff_corragg-avg_bbagg-avg,rac,0.03520488007300417
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-T_scope-1_propagg-diff_corragg-sum_bbagg-sum,rac,0.03322173103422242
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-mod_pettifor_scope-2_propagg-product_corragg-sum_bbagg-sum,rac,0.032381135392191215
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-X_scope-3_propagg-product_corragg-avg_bbagg-sum,rac,0.03009148670274503
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-X_scope-2_propagg-diff_corragg-sum_bbagg-sum,rac,0.02981650466172354
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-X_scope-2_propagg-product_corragg-avg_bbagg-avg,rac,0.029050885550247006
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-I_scope-1_propagg-product_corragg-sum_bbagg-sum,rac,0.027789265804936174
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-I_scope-3_propagg-product_corragg-avg_bbagg-sum,rac,0.026966791687250545
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-X_scope-3_propagg-diff_corragg-avg_bbagg-avg,rac,0.02464649673026014
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-X_scope-1_propagg-product_corragg-sum_bbagg-sum,rac,0.024256751311071165
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-T_scope-2_propagg-product_corragg-avg_bbagg-sum,rac,0.023783837281971604
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-X_scope-2_propagg-diff_corragg-avg_bbagg-sum,rac,0.023062459510730993
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-X_scope-3_propagg-diff_corragg-avg_bbagg-sum,rac,0.022591890408278845
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-X_scope-1_propagg-diff_corragg-avg_bbagg-avg,rac,0.022372782047858898
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-mod_pettifor_scope-1_propagg-product_corragg-avg_bbagg-sum,rac,0.021831961113815645
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-T_scope-2_propagg-diff_corragg-avg_bbagg-avg,rac,0.021513789786466002
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-X_scope-3_propagg-diff_corragg-sum_bbagg-avg,rac,0.021265353858071292
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-mod_pettifor_scope-3_propagg-product_corragg-sum_bbagg-avg,rac,0.020350690702029387
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-X_scope-3_propagg-product_corragg-sum_bbagg-avg,rac,0.020245847209529003
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-mod_pettifor_scope-1_propagg-product_corragg-sum_bbagg-avg,rac,0.020078003097311226
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-T_scope-2_propagg-diff_corragg-avg_bbagg-sum,rac,0.020071012016783105
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-mod_pettifor_scope-3_propagg-product_corragg-avg_bbagg-sum,rac,0.019987593631411154
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-mod_pettifor_scope-3_propagg-diff_corragg-avg_bbagg-avg,rac,0.019747628819740286
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-mod_pettifor_scope-3_propagg-product_corragg-sum_bbagg-sum,rac,0.019403430379179624
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-T_scope-2_propagg-diff_corragg-sum_bbagg-avg,rac,0.018052906519541712
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-X_scope-1_propagg-diff_corragg-sum_bbagg-sum,rac,0.017118395819423038
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-X_scope-2_propagg-product_corragg-sum_bbagg-avg,rac,0.017047511864698533
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-X_scope-2_propagg-product_corragg-sum_bbagg-sum,rac,0.016646123820923422
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-I_scope-3_propagg-product_corragg-sum_bbagg-avg,rac,0.016099854503346625
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-mod_pettifor_scope-1_propagg-product_corragg-sum_bbagg-sum,rac,0.015986739276754404
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-X_scope-1_propagg-product_corragg-sum_bbagg-avg,rac,0.015932452787568475
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-mod_pettifor_scope-3_propagg-product_corragg-avg_bbagg-avg,rac,0.015461632499620844
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-mod_pettifor_scope-2_propagg-diff_corragg-avg_bbagg-sum,rac,0.015315455582007698
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-mod_pettifor_scope-2_propagg-product_corragg-avg_bbagg-sum,rac,0.015166216696342348
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-T_scope-1_propagg-product_corragg-avg_bbagg-avg,rac,0.014953480794864839
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-T_scope-2_propagg-diff_corragg-sum_bbagg-sum,rac,0.014447811533254177
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-I_scope-2_propagg-product_corragg-sum_bbagg-avg,rac,0.014355953065763828
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-mod_pettifor_scope-3_propagg-diff_corragg-avg_bbagg-sum,rac,0.014324966810876336
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-T_scope-1_propagg-diff_corragg-avg_bbagg-avg,rac,0.01424803686030075
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-X_scope-2_propagg-product_corragg-avg_bbagg-sum,rac,0.013405862043131449
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-T_scope-2_propagg-product_corragg-sum_bbagg-sum,rac,0.012861916939704501
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-I_scope-2_propagg-product_corragg-sum_bbagg-sum,rac,0.012638893659445991
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-T_scope-3_propagg-diff_corragg-sum_bbagg-sum,rac,0.01250864927149727
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-T_scope-3_propagg-diff_corragg-sum_bbagg-avg,rac,0.012331588033143442
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-mod_pettifor_scope-1_propagg-diff_corragg-avg_bbagg-sum,rac,0.01188790285048054
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-I_scope-3_propagg-product_corragg-sum_bbagg-sum,rac,0.011829173622427044
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-I_scope-2_propagg-product_corragg-avg_bbagg-sum,rac,0.011809282682227668
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-X_scope-1_propagg-product_corragg-avg_bbagg-avg,rac,0.011639328016248483
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-X_scope-1_propagg-diff_corragg-avg_bbagg-sum,rac,0.011531030409559096
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-T_scope-1_propagg-product_corragg-sum_bbagg-sum,rac,0.011439244241788514
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-X_scope-1_propagg-product_corragg-avg_bbagg-sum,rac,0.011098715264759446
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-mod_pettifor_scope-3_propagg-diff_corragg-sum_bbagg-avg,rac,0.011085884628467681
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-mod_pettifor_scope-2_propagg-diff_corragg-sum_bbagg-avg,rac,0.011057486168891205
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-mod_pettifor_scope-2_propagg-diff_corragg-avg_bbagg-avg,rac,0.010280185900699288
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-I_scope-1_propagg-product_corragg-avg_bbagg-sum,rac,0.009867156918008232
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-mod_pettifor_scope-1_propagg-diff_corragg-avg_bbagg-avg,rac,0.009259616657105597
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-X_scope-1_propagg-diff_corragg-sum_bbagg-avg,rac,0.008948943135815662
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-mod_pettifor_scope-2_propagg-diff_corragg-sum_bbagg-sum,rac,0.008702289065426031
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-I_scope-1_propagg-product_corragg-sum_bbagg-avg,rac,0.008641475353241399
rac_all__topology,rac_all,topology,racs_bb-nodes_prop-mod_pettifor_scope-2_propagg-product_corragg-avg_bbagg-avg,rac,0.00842684360885103
